Gene	GeneID	Gene_type	DORGE-TSG_score	Drug_Name	CREEDS_ID	GEO_ID	DrugBank_ID	p-value	q-value	Fold_Change	Specificity
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	Vx	drug:3376	GSE33606		0.00622188	0.0210134	0.215387	2.499375156210947E-4
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	Dasatinib	drug:3306	GSE59357	DB01254	0.00694501	0.0140126	0.124444	1.271617497456765E-4
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	Harman	drug:3482	GSE5080		0.00701842	0.0185383	0.480856	2.619858527639508E-4
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	Lipopolysaccharide	drug:3484	GSE5504		0.00706307	0.0471053	0.43	5.387931034482759E-4
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	Interferonbeta-1b	drug:3343	GSE26104	DB00068	0.0080264	0.0158938	0.0508333	1.696928559307653E-4
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	Imatinib	drug:2457	GSE1922	DB00619	0.00848046	0.0435865	0.329466	8.695652173913044E-4
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	Doxorubicin	drug:2533	GSE24460	DB00997	0.00985873	0.0377904	0.567286	5.307855626326964E-4
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	Naturalalphainterferon	drug:2474	GSE5542	DB05258	0.0129554	0.0250539	0.342156	2.962962962962963E-4
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	Cadmium	drug:3402	GSE9951		0.0173386	0.0209269	0.163597	9.932459276916965E-5
SEC24C	9632	Novel DORGE-TSG	0.735068050831619	4-hydroxynonenal	drug:3080	GSE2397		0.0179416	0.0427086	0.180598	2.170138888888889E-4
BCL10	8915	CGC-TSG	0.7036982435873	Doxorubicin	drug:2720	GSE12972	DB00997	8.9681E-16	1.84013E-15	0.235036	2.027986209693774E-4
BCL10	8915	CGC-TSG	0.7036982435873	Diclofenac	drug:3053	GSE54255	DB00586	9.46824E-10	5.14704E-8	2.378	1.565190170605729E-4
BCL10	8915	CGC-TSG	0.7036982435873	Naturalalphainterferon	drug:2474	GSE5542	DB05258	3.26128E-9	1.55017E-7	0.180166	2.962962962962963E-4
BCL10	8915	CGC-TSG	0.7036982435873	Nickel	drug:3531	GSE6907		1.56003E-8	1.48846E-6	1.17406	4.428697962798937E-4
BCL10	8915	CGC-TSG	0.7036982435873	Ribavirin	drug:2481	GSE23031	DB00811	1.10963E-6	1.94595E-5	0.982888	1.899335232668566E-4
BCL10	8915	CGC-TSG	0.7036982435873	Vanadiumpentoxide	drug:3558	GSE5339		2.88294E-6	2.46233E-5	0.632601	1.523925632429137E-4
BCL10	8915	CGC-TSG	0.7036982435873	Lysophosphatidicacid	drug:3224	GSE26309		3.32073E-6	2.18292E-4	1.00612	8.726003490401396E-4
BCL10	8915	CGC-TSG	0.7036982435873	Cytarabine	drug:3423	GSE6930	DB00987	8.5986E-6	9.73354E-4	1.36989	6.949270326615705E-4
BCL10	8915	CGC-TSG	0.7036982435873	Resveratrol	drug:3500	GSE25412	DB02709	9.6076E-6	9.83186E-5	0.816573	2.961208172934557E-4
BCL10	8915	CGC-TSG	0.7036982435873	Lysophosphatidicacid	drug:3225	GSE26309		1.28357E-5	5.47091E-4	0.82426	8.795074758135445E-4
BCL10	8915	CGC-TSG	0.7036982435873	Bisphenola	drug:2663	GSE17624		3.57233E-5	2.03374E-4	1.31087	1.974333662388944E-4
BCL10	8915	CGC-TSG	0.7036982435873	Lysophosphatidicacid	drug:3223	GSE26309		3.8918E-5	0.00136038	1.08757	9.68054211035818E-4
BCL10	8915	CGC-TSG	0.7036982435873	Cisplatin	drug:3154	GSE47856	DB00515	4.23802E-5	0.00794179	0.586081	0.002016129032258064
BCL10	8915	CGC-TSG	0.7036982435873	Bisphenola	drug:2659	GSE17624		5.57607E-5	0.0020866	1.15587	6.188118811881188E-4
BCL10	8915	CGC-TSG	0.7036982435873	Vanadiumpentoxide	drug:3557	GSE5339		5.77043E-5	6.48194E-4	0.784681	3.581661891117478E-4
BCL10	8915	CGC-TSG	0.7036982435873	Tretinoin	drug:3139	GSE54464	DB00755	5.77833E-5	0.0111754	0.705504	0.00390625
BCL10	8915	CGC-TSG	0.7036982435873	Isotretinoin	drug:2772	GSE10432	DB00982	7.3102E-5	4.92494E-4	0.636208	4.340277777777778E-4
BCL10	8915	CGC-TSG	0.7036982435873	Gamma-tocotrienol	drug:3242	GSE21946		8.44521E-5	0.00317007	0.713408	8.143322475570033E-4
BCL10	8915	CGC-TSG	0.7036982435873	Cytarabine	drug:3422	GSE6930	DB00987	1.11391E-4	0.00112742	1.17211	3.454231433506045E-4
BCL10	8915	CGC-TSG	0.7036982435873	Trovafloxacin	drug:2623	GSE9166	DB00685	1.16248E-4	9.95723E-4	1.17968	5.733944954128441E-4
BCL10	8915	CGC-TSG	0.7036982435873	Cytarabine	drug:3424	GSE6930	DB00987	1.35055E-4	6.43901E-4	1.51761	3.41180484476288E-4
BCL10	8915	CGC-TSG	0.7036982435873	Quercetin	drug:3182	GSE13899		1.66957E-4	0.0127872	0.278518	0.001137656427758817
BCL10	8915	CGC-TSG	0.7036982435873	Interferonbeta-1a	drug:3186	GSE26104	DB00060	1.75191E-4	0.00225249	0.633056	2.985965959988056E-4
BCL10	8915	CGC-TSG	0.7036982435873	Interferonbeta-1a	drug:3187	GSE26104	DB00060	1.76671E-4	0.00156439	0.594167	2.410219329959026E-4
BCL10	8915	CGC-TSG	0.7036982435873	Arachidonicacid	drug:3171	GSE3737	DB04557	1.99832E-4	0.00160744	0.982418	1.329080276448698E-4
BCL10	8915	CGC-TSG	0.7036982435873	Dmnq(2,3-dimethoxy-1,4-naphthoquinone)	drug:3527	GSE6907		2.20204E-4	8.04022E-4	0.406319	3.549875754348598E-4
BCL10	8915	CGC-TSG	0.7036982435873	Antimony	drug:3532	GSE6907		2.21048E-4	3.73511E-4	0.560583	2.347417840375587E-4
BCL10	8915	CGC-TSG	0.7036982435873	Doxorubicin	drug:3262	GSE6930	DB00997	5.91126E-4	0.00220378	1.19063	5.254860746190226E-4
BCL10	8915	CGC-TSG	0.7036982435873	Lmp-420	drug:3222	GSE20211		7.52591E-4	0.00356419	0.076946	2.338087444470423E-4
BCL10	8915	CGC-TSG	0.7036982435873	Cisplatin	drug:3158	GSE47856	DB00515	7.9357E-4	0.0210369	0.495283	8.857395925597874E-4
BCL10	8915	CGC-TSG	0.7036982435873	Decitabine	drug:2703	GSE9118	DB01262	8.73396E-4	0.0231748	0.408215	0.001582278481012658
BCL10	8915	CGC-TSG	0.7036982435873	Motexafingadolinium(4h)	drug:3125	GSE2189	DB05428	9.77442E-4	0.0061126	0.219886	4.775549188156638E-4
BCL10	8915	CGC-TSG	0.7036982435873	Cisplatin	drug:3155	GSE47856	DB00515	0.00100228	0.00892521	0.20365	3.699593044765076E-4
BCL10	8915	CGC-TSG	0.7036982435873	Metformin	drug:2483	GSE33612	DB00331	0.00105946	0.005394	0.236223	2.707092582566324E-4
BCL10	8915	CGC-TSG	0.7036982435873	Calcitriol	drug:3129	GSE52819		0.00135831	0.00838715	0.30131	2.928257686676427E-4
BCL10	8915	CGC-TSG	0.7036982435873	Cisplatin	drug:3152	GSE47856	DB00515	0.00147388	0.00558058	0.555143	2.019793981013936E-4
BCL10	8915	CGC-TSG	0.7036982435873	Cytarabine	drug:3374	GSE6930	DB00987	0.00184611	0.0136119	0.289715	6.596306068601583E-4
BCL10	8915	CGC-TSG	0.7036982435873	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	drug:3043	GSE29159		0.00198641	0.0289341	0.178956	9.75609756097561E-4
BCL10	8915	CGC-TSG	0.7036982435873	Vanadiumpentoxide	drug:3556	GSE5339		0.00202782	0.01164	0.358755	4.782400765184123E-4
BCL10	8915	CGC-TSG	0.7036982435873	Cisplatin	drug:3149	GSE47856	DB00515	0.00392034	0.0386174	0.135223	6.680026720106881E-4
BCL10	8915	CGC-TSG	0.7036982435873	Interferonbeta-1b	drug:3343	GSE26104	DB00068	0.00452244	0.00977574	0.134167	1.696928559307653E-4
BCL10	8915	CGC-TSG	0.7036982435873	R1881	drug:3048	GSE22606		0.00666459	0.0256508	0.458184	3.556187766714083E-4
BCL10	8915	CGC-TSG	0.7036982435873	Mln4924	drug:2647	GSE30531		0.00668268	0.038022	0.477898	5.192107995846313E-4
BCL10	8915	CGC-TSG	0.7036982435873	4-hydroxytamoxifen	drug:3240	GSE26298		0.00718455	0.0209114	0.148364	1.705611461709023E-4
BCL10	8915	CGC-TSG	0.7036982435873	Doxorubicin	drug:3261	GSE6930	DB00997	0.0103058	0.0422459	0.492051	6.839945280437756E-4
BCL10	8915	CGC-TSG	0.7036982435873	Doxorubicin	drug:3180	GSE58074	DB00997	0.0103712	0.0316396	0.183055	2.877697841726619E-4
BCL10	8915	CGC-TSG	0.7036982435873	Nitricoxide	drug:3181	GSE13887	DB00435	0.0108895	0.0218864	0.316787	1.359434475258292E-4
BCL10	8915	CGC-TSG	0.7036982435873	Nickel	drug:3480	GSE6281		0.0110872	0.0340229	0.0343465	2.100840336134454E-4
BCL10	8915	CGC-TSG	0.7036982435873	Imatinib	drug:2764	GSE24493	DB00619	0.0131263	0.0236595	0.0581925	1.539882968894364E-4
BCL10	8915	CGC-TSG	0.7036982435873	Vanadiumpentoxide	drug:3554	GSE5339		0.0163344	0.0478763	0.100854	4.334633723450368E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Bortezomib	drug:2686	GSE30931	DB00188	5.53334E-9	1.97407E-6	1.17099	0.001024590163934426
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Doxorubicin	drug:2720	GSE12972	DB00997	3.80458E-8	5.52641E-8	0.299479	2.027986209693774E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Antimony	drug:3532	GSE6907		1.29923E-7	9.0723E-7	0.500624	2.347417840375587E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Doxorubicin	drug:3263	GSE6930	DB00997	2.84755E-7	5.38606E-7	0.163014	1.692047377326565E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Nickel	drug:3531	GSE6907		6.1223E-7	1.05326E-5	0.90379	4.428697962798937E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Imatinib	drug:2526	GSE22433	DB00619	1.25703E-6	2.70612E-5	0.898022	2.952465308532625E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Puromycin,ec50,1d	drug:3268	GSE6930		1.56322E-6	1.13078E-5	0.264754	4.541326067211626E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Mercury	drug:3533	GSE6907		2.93283E-6	4.62205E-5	0.734779	4.003202562049639E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Nitricoxide	drug:3181	GSE13887	DB00435	5.58068E-6	3.82462E-5	0.195775	1.359434475258292E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Imatinib	drug:2527	GSE19567	DB00619	9.42986E-6	7.06843E-5	0.280171	1.996406468356957E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Vx	drug:3376	GSE33606		4.52106E-5	4.11991E-4	0.377955	2.499375156210947E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Trovafloxacin	drug:2623	GSE9166	DB00685	6.86457E-5	7.14871E-4	1.36422	5.733944954128441E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Chromium	drug:3534	GSE6907		2.23133E-4	9.70435E-4	0.320584	4.73260766682442E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Bisphenola	drug:2663	GSE17624		3.49339E-4	0.0012565	0.431086	1.974333662388944E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Imatinib	drug:2513	GSE1922	DB00619	4.28053E-4	0.00147568	0.212581	3.248862897985705E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Bpde	drug:3379	GSE19510		4.59525E-4	0.00149199	0.317895	1.636125654450262E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Cytarabine	drug:3375	GSE6930	DB00987	5.5407E-4	0.00110735	0.242945	3.819709702062643E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Calcitriol	drug:3126	GSE52819		5.65265E-4	0.00437794	0.345987	3.549875754348598E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Imatinib	drug:2515	GSE1922	DB00619	6.04743E-4	0.00297619	0.151384	4.156275976724855E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Y15	drug:2553	GSE43452		7.92987E-4	0.010789	0.551848	6.688963210702341E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Y15	drug:2554	GSE43452		0.00102184	0.0127847	0.306064	8.718395815170009E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Insulin	drug:3368	GSE22309		0.00106863	0.011666	0.255726	0.001319261213720317
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Androstanolone	drug:3411	GSE7868		0.00124376	0.00499075	0.290161	2.047082906857728E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Puromycin,ec50,5d	drug:3270	GSE6930		0.00155302	0.00350334	0.230965	3.644314868804665E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Gamma-tocotrienol	drug:3242	GSE21946		0.00182044	0.0161249	0.231101	8.143322475570033E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Apratoxina	drug:3070	GSE2742		0.00209021	0.0130707	0.849747	3.802281368821293E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Imatinib	drug:2519	GSE1922	DB00619	0.00220909	0.0065346	0.222466	2.31696014828545E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Imatinib	drug:2517	GSE1922	DB00619	0.00241507	0.0055694	0.142713	2.141786249732277E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Cadmium	drug:3402	GSE9951		0.00304783	0.00435266	0.136985	9.932459276916965E-5
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Clinafloxacin	drug:2625	GSE9166		0.00362393	0.0213395	0.399309	7.782101167315176E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Arachidonicacid	drug:3171	GSE3737	DB04557	0.00436624	0.0101514	0.911835	1.329080276448698E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Cisplatin	drug:3148	GSE47856	DB00515	0.00454385	0.0201443	0.437	2.845759817871372E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Imatinib	drug:2520	GSE1922	DB00619	0.00497673	0.0188323	0.305545	4.791566842357451E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Ubiquinol	drug:3449	GSE19627		0.00602633	0.0458393	0.358009	5.665722379603399E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Imatinib	drug:2457	GSE1922	DB00619	0.00606518	0.0336321	0.363654	8.695652173913044E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Thapsigargin	drug:3236	GSE19519		0.0069877	0.0361059	0.269299	4.526935264825713E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Imatinib	drug:2512	GSE1922	DB00619	0.00844277	0.0338376	0.295639	5.414185165132648E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	4-hydroxytamoxifen	drug:3240	GSE26298		0.00882102	0.0245872	0.206821	1.705611461709023E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Diclofenac	drug:3053	GSE54255	DB00586	0.013666	0.0263185	0.181818	1.565190170605729E-4
TXNL1	9352	Novel DORGE-TSG	0.673389122936514	Dmnq(2,3-dimethoxy-1,4-naphthoquinone)	drug:3527	GSE6907		0.027667	0.0459572	0.157062	3.549875754348598E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Doxorubicin	drug:2720	GSE12972	DB00997	6.20984E-25	2.09329E-24	0.317432	2.027986209693774E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Puromycin,ec50,5d	drug:3270	GSE6930		6.28105E-8	9.04543E-7	0.677955	3.644314868804665E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Bpde	drug:3379	GSE19510		4.0657E-7	6.37865E-6	0.403185	1.636125654450262E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Doxorubicin	drug:3263	GSE6930	DB00997	1.32972E-6	2.24308E-6	0.290453	1.692047377326565E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Fgfr-specificpd173074inhibitor	drug:3244	GSE52452		2.84963E-6	7.865E-5	0.629035	2.619172341540073E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Vanadiumpentoxide	drug:3557	GSE5339		1.82387E-5	3.0541E-4	1.10889	3.581661891117478E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Doxycycline	drug:3075	GSE2624	DB00254	1.86754E-5	0.0020042	0.119277	0.001718213058419244
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Cisplatin	drug:3158	GSE47856	DB00515	2.4682E-5	0.00326722	0.983373	8.857395925597874E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Vx	drug:3376	GSE33606		2.51396E-5	2.67215E-4	0.38283	2.499375156210947E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Trovafloxacin	drug:2623	GSE9166	DB00685	3.82094E-5	4.83421E-4	1.45346	5.733944954128441E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Diclofenac	drug:3053	GSE54255	DB00586	3.83289E-5	1.66118E-4	0.613974	1.565190170605729E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Vanadiumpentoxide	drug:3558	GSE5339		4.80926E-5	1.82862E-4	1.3108	1.523925632429137E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Puromycin,ec50,1d	drug:3268	GSE6930		7.14133E-5	2.64359E-4	0.173692	4.541326067211626E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Estradiol	drug:3061	GSE4668	DB00783	1.12492E-4	8.44714E-4	0.289719	4.139072847682119E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Cisplatin	drug:3152	GSE47856	DB00515	1.21753E-4	8.07686E-4	0.442022	2.019793981013936E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Bicalutamide	drug:3088	GSE7708	DB01128	1.54208E-4	5.90912E-4	0.367724	1.213444970270598E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Vanadiumpentoxide	drug:3556	GSE5339		2.63454E-4	0.00295861	0.534249	4.782400765184123E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Bexarotene	drug:2680	GSE6914	DB00307	2.82845E-4	7.62984E-4	0.296789	1.636393388970708E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Interferonbeta-1b	drug:3343	GSE26104	DB00068	3.10112E-4	0.00106587	0.0770833	1.696928559307653E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Cisplatin	drug:3147	GSE47856	DB00515	3.3635E-4	0.0349211	0.503317	0.005208333333333333
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Cisplatin	drug:3160	GSE47856	DB00515	4.52728E-4	0.0185986	0.701277	0.0015625
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Cisplatin	drug:3154	GSE47856	DB00515	6.08841E-4	0.0302564	0.385782	0.002016129032258064
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Isotretinoin	drug:2772	GSE10432	DB00982	6.35127E-4	0.00243123	0.218429	4.340277777777778E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Arachidonicacid	drug:3171	GSE3737	DB04557	7.90323E-4	0.00313929	1.49995	1.329080276448698E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Harman	drug:3482	GSE5080		9.942E-4	0.00393957	0.281514	2.619858527639508E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Bpde	drug:3378	GSE19510		0.00152715	0.0147179	0.524395	5.252100840336134E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Azacitidine	drug:2534	GSE29077	DB00928	0.00244669	0.0336653	0.242147	0.001251564455569462
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Cisplatin	drug:3148	GSE47856	DB00515	0.0029144	0.0154153	0.441578	2.845759817871372E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Androstanolone	drug:3411	GSE7868		0.00294073	0.00956379	0.216297	2.047082906857728E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Lysophosphatidicacid	drug:3223	GSE26309		0.0030656	0.0221457	0.388304	9.68054211035818E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Bisphenola	drug:2662	GSE17624		0.00314537	0.00855299	0.127513	1.909854851031322E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Mln4924	drug:2647	GSE30531		0.0032487	0.023838	0.548492	5.192107995846313E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Cyfluthrin	drug:3572	GSE5023		0.00358997	0.0121032	0.0969453	2.352941176470588E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Cisplatin	drug:3153	GSE47856	DB00515	0.00362744	0.00948813	0.167853	1.843657817109145E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Ubiquinol	drug:3449	GSE19627		0.0043454	0.0396475	0.274573	5.665722379603399E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Doxorubicin	drug:3260	GSE6930	DB00997	0.00440339	0.0296526	0.259263	8.547008547008547E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Cycloheximide	drug:3059	GSE8597		0.00490784	0.01395	0.335233	2.105706464518846E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Mercury	drug:3533	GSE6907		0.0068152	0.014992	0.298399	4.003202562049639E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Bexarotene	drug:2681	GSE12791	DB00307	0.0126808	0.0382829	0.301805	4.466279589102278E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Aplidin	drug:2598	GSE5681		0.0142362	0.0262874	0.0533486	2.188183807439825E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Neocarzinostatin	drug:3113	GSE1676		0.0161244	0.0379723	0.134901	5.899705014749262E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Estradiol	drug:2733	GSE26834	DB00783	0.0165242	0.0467325	0.113662	4.046944556859571E-4
KRR1	11103	Novel DORGE-TSG	0.782671677340743	Doxorubicin	drug:3265	GSE6930	DB00997	0.0200025	0.0366408	0.316574	4.460303300624443E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Doxorubicin	drug:2720	GSE12972	DB00997	2.96492E-21	8.13675E-21	0.0752741	2.027986209693774E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Thapsigargin	drug:3236	GSE19519		9.6829E-10	3.39342E-8	0.317152	4.526935264825713E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Diclofenac	drug:3053	GSE54255	DB00586	7.4626E-8	1.12106E-6	0.669823	1.565190170605729E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Cycloheximide	drug:3059	GSE8597		8.1991E-8	1.44728E-6	1.08531	2.105706464518846E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Doxorubicin	drug:3263	GSE6930	DB00997	9.82158E-8	2.04633E-7	0.060575	1.692047377326565E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Imatinib	drug:2526	GSE22433	DB00619	2.19489E-6	4.17222E-5	0.626679	2.952465308532625E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Vemurafenib	drug:2564	GSE37441	DB08881	3.11715E-6	2.88878E-5	0.682043	2.885170225043277E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Bpde	drug:3379	GSE19510		6.08395E-6	4.80924E-5	0.214473	1.636125654450262E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Trovafloxacin	drug:2623	GSE9166	DB00685	1.6812E-5	2.98624E-4	1.90249	5.733944954128441E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Vemurafenib	drug:2495	GSE42872		2.82595E-5	1.47358E-4	0.510573	1.780626780626781E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Plx4032	drug:2558	GSE50649	DB05238	3.62834E-5	3.90598E-4	0.698547	2.759381898454746E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Bicalutamide	drug:3088	GSE7708	DB01128	3.89101E-5	1.89358E-4	0.461662	1.213444970270598E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Curcumin	drug:3259	GSE10896		1.5664E-4	0.00133552	0.262469	1.983339944466482E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Apratoxina	drug:3070	GSE2742		1.69849E-4	0.0063954	1.36451	3.802281368821293E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Bisphenola	drug:2663	GSE17624		2.2751E-4	8.84476E-4	0.219462	1.974333662388944E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Pd173074	drug:2578	GSE52452		2.76779E-4	0.00188678	0.195267	2.809778027535825E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Arachidonicacid	drug:3171	GSE3737	DB04557	3.89147E-4	0.00212224	0.9795	1.329080276448698E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Calcitriol	drug:3129	GSE52819		7.09485E-4	0.00545908	0.363443	2.928257686676427E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Imatinib	drug:2764	GSE24493	DB00619	0.00240559	0.00559611	0.282813	1.539882968894364E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Vx	drug:3345	GSE33606		0.00246214	0.021084	0.190185	5.347593582887701E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	drug:3046	GSE29159		0.0024629	0.00846018	0.0348909	2.164970772894566E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Chlorpyrifos	drug:3571	GSE5023		0.00269049	0.00919146	0.149697	2.67379679144385E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Carboplatin	drug:3089	GSE13525	DB00958	0.00278151	0.023042	0.327352	5.793742757821553E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Etanercept	drug:2597	GSE36177	DB00005	0.00330066	0.027795	0.289136	5.995203836930455E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Tretinoin	drug:2828	GSE23702	DB00755	0.00337359	0.0048743	0.166667	1.083071591032167E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Plx4032	drug:2565	GSE24862	DB05238	0.00398223	0.0299822	0.425	4.128819157720892E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Curcumin	drug:3258	GSE10896		0.00520284	0.0227274	0.233243	2.867794665901921E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Puromycin,ec50,5d	drug:3270	GSE6930		0.00769579	0.0142862	0.0499771	3.644314868804665E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Tretinoin	drug:3232	GSE23702	DB00755	0.00789637	0.0211283	0.386667	2.190580503833516E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Androstanolone	drug:3411	GSE7868		0.0103891	0.0256878	0.104105	2.047082906857728E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Estradiol	drug:3061	GSE4668	DB00783	0.0113047	0.0296331	0.156215	4.139072847682119E-4
USP47	55031	Novel DORGE-TSG	0.775359518523052	Cisplatin	drug:3148	GSE47856	DB00515	0.0137943	0.0421319	0.156927	2.845759817871372E-4
